com.samsung.health.step_count,1144003,6
speed,pkg_name,count,sample_position_type,time_offset,start_time,calorie,deviceuuid,custom,end_time,datauuid,distance,create_time,update_time
1.233272,com.sec.android.app.shealth,101,,3600000,30.11.2021 à 17:07:00,3.542380,NS2ZoYjFXt,,30.11.2021 à 17:08:00,16382884-0000-0000-0000-382884200000,74.141655,30.11.2021 à 17:56:27,30.11.2021 à 17:56:27,
1.348861,com.sec.android.app.shealth,108,,3600000,30.11.2021 à 17:08:00,3.767778,NS2ZoYjFXt,,30.11.2021 à 17:09:00,16382884-0000-0000-0000-382884800000,81.063942,30.11.2021 à 17:56:27,30.11.2021 à 17:56:27,
1.282995,com.sec.android.app.shealth,66,,3600000,30.11.2021 à 17:09:00,2.365571,NS2ZoYjFXt,,30.11.2021 à 17:10:00,16382885-0000-0000-0000-382885400000,50.386055,30.11.2021 à 17:56:27,30.11.2021 à 17:56:27,
0.137380,com.sec.android.app.shealth,1,,3600000,30.11.2021 à 17:10:00,0.140539,NS2ZoYjFXt,,30.11.2021 à 17:11:00,16382886-0000-0000-0000-382886000000,0.870000,30.11.2021 à 17:56:27,30.11.2021 à 17:56:27,
1.147716,com.sec.android.app.shealth,78,,3600000,30.11.2021 à 17:13:00,2.700437,NS2ZoYjFXt,,30.11.2021 à 17:14:00,16382887-0000-0000-0000-382887800000,55.248589,30.11.2021 à 17:56:27,30.11.2021 à 17:56:27,
1.321447,com.sec.android.app.shealth,96,,3600000,30.11.2021 à 17:14:00,3.342889,NS2ZoYjFXt,,30.11.2021 à 17:15:00,16382888-0000-0000-0000-382888400000,71.823120,30.11.2021 à 17:56:27,30.11.2021 à 17:56:27,
1.368942,com.sec.android.app.shealth,4,,3600000,30.11.2021 à 17:15:00,0.063449,NS2ZoYjFXt,,30.11.2021 à 17:16:00,16382889-0000-0000-0000-382889000000,2.388295,30.11.2021 à 20:56:18,30.11.2021 à 20:56:18,
0.199639,com.sec.android.app.shealth,4,,3600000,30.11.2021 à 17:56:00,0.407145,NS2ZoYjFXt,,30.11.2021 à 17:57:00,16382913-0000-0000-0000-382913600000,3.280000,30.11.2021 à 20:56:18,30.11.2021 à 20:56:18,
1.266790,com.sec.android.app.shealth,87,,3600000,30.11.2021 à 17:57:00,3.066580,NS2ZoYjFXt,,30.11.2021 à 17:58:00,16382914-0000-0000-0000-382914200000,65.065491,30.11.2021 à 20:56:18,30.11.2021 à 20:56:18,
1.457691,com.sec.android.app.shealth,73,,3600000,30.11.2021 à 17:58:00,2.586998,NS2ZoYjFXt,,30.11.2021 à 17:59:00,16382914-0000-0000-0000-382914800000,57.904507,30.11.2021 à 20:56:18,30.11.2021 à 20:56:18,
1.304451,com.sec.android.app.shealth,25,,3600000,30.11.2021 à 17:59:00,0.981648,NS2ZoYjFXt,,30.11.2021 à 18:00:00,16382915-0000-0000-0000-382915400000,22.132156,30.11.2021 à 20:56:18,30.11.2021 à 20:56:18,
1.458099,com.sec.android.app.shealth,107,,3600000,30.11.2021 à 18:00:00,3.980793,NS2ZoYjFXt,,30.11.2021 à 18:01:00,16382916-0000-0000-0000-382916000000,87.691299,30.11.2021 à 20:56:18,30.11.2021 à 20:56:18,
1.434151,com.sec.android.app.shealth,113,,3600000,30.11.2021 à 18:01:00,3.934095,NS2ZoYjFXt,,30.11.2021 à 18:02:00,16382916-0000-0000-0000-382916600000,86.253120,30.11.2021 à 20:56:18,30.11.2021 à 20:56:18,
1.454220,com.sec.android.app.shealth,113,,3600000,30.11.2021 à 18:02:00,3.973229,NS2ZoYjFXt,,30.11.2021 à 18:03:00,16382917-0000-0000-0000-382917200000,87.358948,30.11.2021 à 20:56:18,30.11.2021 à 20:56:18,
1.389611,com.sec.android.app.shealth,111,,3600000,30.11.2021 à 18:03:00,3.847242,NS2ZoYjFXt,,30.11.2021 à 18:04:00,16382917-0000-0000-0000-382917800000,83.395508,30.11.2021 à 20:56:18,30.11.2021 à 20:56:18,
1.317420,com.sec.android.app.shealth,27,,3600000,30.11.2021 à 18:04:00,0.864843,NS2ZoYjFXt,,30.11.2021 à 18:05:00,16382918-0000-0000-0000-382918400000,18.978964,30.11.2021 à 20:56:18,30.11.2021 à 20:56:18,
1.606920,com.sec.android.app.shealth,83,,3600000,30.11.2021 à 18:05:00,3.203246,NS2ZoYjFXt,,30.11.2021 à 18:06:00,16382919-0000-0000-0000-382919000000,72.477798,30.11.2021 à 20:56:18,30.11.2021 à 20:56:18,
1.535017,com.sec.android.app.shealth,100,,3600000,30.11.2021 à 18:06:00,3.924244,NS2ZoYjFXt,,30.11.2021 à 18:07:00,16382919-0000-0000-0000-382919600000,88.632202,30.11.2021 à 20:56:18,30.11.2021 à 20:56:18,
1.238215,com.sec.android.app.shealth,13,,3600000,30.11.2021 à 18:08:00,0.414402,NS2ZoYjFXt,,30.11.2021 à 18:09:00,16382920-0000-0000-0000-382920800000,8.890000,30.11.2021 à 20:56:18,30.11.2021 à 20:56:18,
0.988414,com.sec.android.app.shealth,43,,3600000,30.11.2021 à 18:15:00,1.481372,NS2ZoYjFXt,,30.11.2021 à 18:16:00,16382925-0000-0000-0000-382925000000,28.973770,30.11.2021 à 20:56:18,30.11.2021 à 20:56:18,
1.360328,com.sec.android.app.shealth,43,,3600000,30.11.2021 à 18:17:00,1.389718,NS2ZoYjFXt,,30.11.2021 à 18:18:00,16382926-0000-0000-0000-382926200000,30.802027,30.11.2021 à 20:56:18,30.11.2021 à 20:56:18,
1.597476,com.sec.android.app.shealth,16,,3600000,30.11.2021 à 18:19:00,0.567010,NS2ZoYjFXt,,30.11.2021 à 18:20:00,16382927-0000-0000-0000-382927400000,14.240000,30.11.2021 à 20:56:18,30.11.2021 à 20:56:18,
0.713470,com.sec.android.app.shealth,21,,3600000,30.11.2021 à 18:20:00,0.969361,NS2ZoYjFXt,,30.11.2021 à 18:21:00,16382928-0000-0000-0000-382928000000,16.799999,30.11.2021 à 20:56:18,30.11.2021 à 20:56:18,
0.883955,com.sec.android.app.shealth,31,,3600000,30.11.2021 à 18:26:00,1.239858,NS2ZoYjFXt,,30.11.2021 à 18:27:00,16382931-0000-0000-0000-382931600000,23.190001,30.11.2021 à 20:56:18,30.11.2021 à 20:56:18,
0.992437,com.sec.android.app.shealth,25,,3600000,30.11.2021 à 18:27:00,0.819400,NS2ZoYjFXt,,30.11.2021 à 18:28:00,16382932-0000-0000-0000-382932200000,15.910000,30.11.2021 à 20:56:18,30.11.2021 à 20:56:18,
0.640954,com.sec.android.app.shealth,8,,3600000,30.11.2021 à 18:28:00,0.397893,NS2ZoYjFXt,,30.11.2021 à 18:29:00,16382932-0000-0000-0000-382932800000,6.720000,30.11.2021 à 20:56:18,30.11.2021 à 20:56:18,
0.727802,com.sec.android.app.shealth,8,,3600000,30.11.2021 à 18:42:00,0.383507,NS2ZoYjFXt,,30.11.2021 à 18:43:00,16382941-0000-0000-0000-382941200000,6.880000,30.11.2021 à 20:56:18,30.11.2021 à 20:56:18,
0.867613,com.sec.android.app.shealth,29,,3600000,30.11.2021 à 18:43:00,1.226049,NS2ZoYjFXt,,30.11.2021 à 18:44:00,16382941-0000-0000-0000-382941800000,23.030001,30.11.2021 à 20:56:18,30.11.2021 à 20:56:18,
1.090382,com.sec.android.app.shealth,64,,3600000,30.11.2021 à 18:44:00,2.393413,NS2ZoYjFXt,,30.11.2021 à 18:45:00,16382942-0000-0000-0000-382942400000,48.615059,30.11.2021 à 20:56:18,30.11.2021 à 20:56:18,
1.564321,com.sec.android.app.shealth,112,,3600000,30.11.2021 à 18:45:00,4.118127,NS2ZoYjFXt,,30.11.2021 à 18:46:00,16382943-0000-0000-0000-382943000000,93.630806,30.11.2021 à 20:56:18,30.11.2021 à 20:56:18,
1.622991,com.sec.android.app.shealth,111,,3600000,30.11.2021 à 18:46:00,4.302333,NS2ZoYjFXt,,30.11.2021 à 18:47:00,16382943-0000-0000-0000-382943600000,97.454895,30.11.2021 à 20:56:18,30.11.2021 à 20:56:18,
1.773537,com.sec.android.app.shealth,116,,3600000,30.11.2021 à 18:47:00,4.519299,NS2ZoYjFXt,,30.11.2021 à 18:48:00,16382944-0000-0000-0000-382944200000,106.143013,30.11.2021 à 20:56:18,30.11.2021 à 20:56:18,
1.783766,com.sec.android.app.shealth,54,,3600000,30.11.2021 à 18:48:00,2.154060,NS2ZoYjFXt,,30.11.2021 à 18:49:00,16382944-0000-0000-0000-382944800000,51.166222,30.11.2021 à 20:56:18,30.11.2021 à 20:56:18,
1.158095,com.sec.android.app.shealth,22,,3600000,30.11.2021 à 18:51:00,0.735754,NS2ZoYjFXt,,30.11.2021 à 18:52:00,16382946-0000-0000-0000-382946600000,15.960000,30.11.2021 à 20:56:18,30.11.2021 à 20:56:18,
0.082024,com.sec.android.app.shealth,2,,3600000,30.11.2021 à 18:58:00,0.281113,NS2ZoYjFXt,,30.11.2021 à 18:59:00,16382950-0000-0000-0000-382950800000,1.140000,30.11.2021 à 20:56:18,30.11.2021 à 20:56:18,
1.058008,com.sec.android.app.shealth,64,,3600000,30.11.2021 à 19:10:00,2.880554,NS2ZoYjFXt,,30.11.2021 à 19:11:00,16382958-0000-0000-0000-382958000000,58.049770,30.11.2021 à 20:56:18,30.11.2021 à 20:56:18,
1.730055,com.sec.android.app.shealth,114,,3600000,30.11.2021 à 19:11:00,4.511107,NS2ZoYjFXt,,30.11.2021 à 19:12:00,16382958-0000-0000-0000-382958600000,104.765068,30.11.2021 à 20:56:18,30.11.2021 à 20:56:18,
1.739814,com.sec.android.app.shealth,111,,3600000,30.11.2021 à 19:12:00,4.454636,NS2ZoYjFXt,,30.11.2021 à 19:13:00,16382959-0000-0000-0000-382959200000,104.244812,30.11.2021 à 20:56:18,30.11.2021 à 20:56:18,
1.701789,com.sec.android.app.shealth,113,,3600000,30.11.2021 à 19:13:00,4.381722,NS2ZoYjFXt,,30.11.2021 à 19:14:00,16382959-0000-0000-0000-382959800000,102.100990,30.11.2021 à 20:56:18,30.11.2021 à 20:56:18,
1.669568,com.sec.android.app.shealth,116,,3600000,30.11.2021 à 19:14:00,4.319938,NS2ZoYjFXt,,30.11.2021 à 19:15:00,16382960-0000-0000-0000-382960400000,99.845627,30.11.2021 à 20:56:18,30.11.2021 à 20:56:18,
1.982218,com.sec.android.app.shealth,118,,3600000,30.11.2021 à 19:15:00,5.002825,NS2ZoYjFXt,,30.11.2021 à 19:16:00,16382961-0000-0000-0000-382961000000,119.078300,30.11.2021 à 20:56:18,30.11.2021 à 20:56:18,
1.841245,com.sec.android.app.shealth,115,,3600000,30.11.2021 à 19:16:00,4.727928,NS2ZoYjFXt,,30.11.2021 à 19:17:00,16382961-0000-0000-0000-382961600000,110.764343,30.11.2021 à 20:56:18,30.11.2021 à 20:56:18,
1.715202,com.sec.android.app.shealth,113,,3600000,30.11.2021 à 19:17:00,4.407442,NS2ZoYjFXt,,30.11.2021 à 19:18:00,16382962-0000-0000-0000-382962200000,102.539177,30.11.2021 à 20:56:18,30.11.2021 à 20:56:18,
1.568547,com.sec.android.app.shealth,106,,3600000,30.11.2021 à 19:18:00,3.916422,NS2ZoYjFXt,,30.11.2021 à 19:19:00,16382962-0000-0000-0000-382962800000,89.191910,30.11.2021 à 20:56:18,30.11.2021 à 20:56:18,
1.070856,com.sec.android.app.shealth,15,,3600000,30.11.2021 à 19:19:00,0.483850,NS2ZoYjFXt,,30.11.2021 à 19:20:00,16382963-0000-0000-0000-382963400000,10.650000,30.11.2021 à 20:56:18,30.11.2021 à 20:56:18,
1.033805,com.sec.android.app.shealth,42,,3600000,30.11.2021 à 19:20:00,1.419039,NS2ZoYjFXt,,30.11.2021 à 19:21:00,16382964-0000-0000-0000-382964000000,28.680000,30.11.2021 à 20:56:18,30.11.2021 à 20:56:18,
0.923507,com.sec.android.app.shealth,10,,3600000,30.11.2021 à 19:21:00,0.489723,NS2ZoYjFXt,,30.11.2021 à 19:22:00,16382964-0000-0000-0000-382964600000,9.300000,30.11.2021 à 20:56:18,30.11.2021 à 20:56:18,
1.487568,com.sec.android.app.shealth,18,,3600000,30.11.2021 à 19:28:00,0.673043,NS2ZoYjFXt,,30.11.2021 à 19:29:00,16382968-0000-0000-0000-382968800000,15.480000,30.11.2021 à 20:56:18,30.11.2021 à 20:56:18,
0.975300,com.sec.android.app.shealth,56,,3600000,30.11.2021 à 19:44:00,1.924912,NS2ZoYjFXt,,30.11.2021 à 19:45:00,16382978-0000-0000-0000-382978400000,37.770000,30.11.2021 à 20:56:18,30.11.2021 à 20:56:18,
0.957768,com.sec.android.app.shealth,10,,3600000,30.11.2021 à 19:45:00,0.550944,NS2ZoYjFXt,,30.11.2021 à 19:46:00,16382979-0000-0000-0000-382979000000,10.730000,30.11.2021 à 20:56:18,30.11.2021 à 20:56:18,
0.678479,com.sec.android.app.shealth,20,,3600000,30.11.2021 à 20:22:00,0.779169,NS2ZoYjFXt,,30.11.2021 à 20:23:00,16383001-0000-0000-0000-383001200000,12.960000,30.11.2021 à 20:56:18,30.11.2021 à 20:56:18,
0.417568,com.sec.android.app.shealth,20,,3600000,30.11.2021 à 20:23:00,0.975879,NS2ZoYjFXt,,30.11.2021 à 20:24:00,16383001-0000-0000-0000-383001800000,12.850000,30.11.2021 à 23:56:02,30.11.2021 à 23:56:02,
0.552891,com.sec.android.app.shealth,33,,3600000,30.11.2021 à 21:08:00,1.550947,NS2ZoYjFXt,,30.11.2021 à 21:09:00,16383028-0000-0000-0000-383028800000,23.401108,30.11.2021 à 23:56:02,30.11.2021 à 23:56:02,
0.061599,com.sec.android.app.shealth,5,,3600000,30.11.2021 à 21:09:00,0.880332,NS2ZoYjFXt,,30.11.2021 à 21:10:00,16383029-0000-0000-0000-383029400000,2.598891,30.11.2021 à 23:56:02,30.11.2021 à 23:56:02,
0.424621,com.sec.android.app.shealth,14,,3600000,30.11.2021 à 21:29:00,0.884480,NS2ZoYjFXt,,30.11.2021 à 21:30:00,16383041-0000-0000-0000-383041400000,11.760000,30.11.2021 à 23:56:02,30.11.2021 à 23:56:02,
0.601922,com.sec.android.app.shealth,10,,3600000,30.11.2021 à 21:46:00,0.500770,NS2ZoYjFXt,,30.11.2021 à 21:47:00,16383051-0000-0000-0000-383051600000,8.220000,30.11.2021 à 23:56:02,30.11.2021 à 23:56:02,
0.979658,com.sec.android.app.shealth,8,,3600000,30.11.2021 à 22:03:00,0.355580,NS2ZoYjFXt,,30.11.2021 à 22:04:00,16383061-0000-0000-0000-383061800000,7.600000,30.11.2021 à 23:56:02,30.11.2021 à 23:56:02,
0.489126,com.sec.android.app.shealth,17,,3600000,30.11.2021 à 22:04:00,0.941083,NS2ZoYjFXt,,30.11.2021 à 22:05:00,16383062-0000-0000-0000-383062400000,13.600000,30.11.2021 à 23:56:02,30.11.2021 à 23:56:02,
0.911429,com.sec.android.app.shealth,11,,3600000,30.11.2021 à 22:06:00,0.291479,NS2ZoYjFXt,,30.11.2021 à 22:07:00,16383063-0000-0000-0000-383063600000,6.380000,30.11.2021 à 23:56:02,30.11.2021 à 23:56:02,
0.720110,com.sec.android.app.shealth,32,,3600000,30.11.2021 à 22:10:00,1.652114,NS2ZoYjFXt,,30.11.2021 à 22:11:00,16383066-0000-0000-0000-383066000000,28.719999,01.12.2021 à 08:54:40,01.12.2021 à 08:54:40,
1.174644,com.sec.android.app.shealth,9,,3600000,01.12.2021 à 09:09:00,0.342806,NS2ZoYjFXt,,01.12.2021 à 09:10:00,16383461-0000-0000-0000-383461400000,7.470000,01.12.2021 à 10:38:46,01.12.2021 à 10:38:46,
1.479368,com.sec.android.app.shealth,12,,3600000,01.12.2021 à 09:17:00,0.402227,NS2ZoYjFXt,,01.12.2021 à 09:18:00,16383466-0000-0000-0000-383466200000,10.240000,01.12.2021 à 10:38:46,01.12.2021 à 10:38:46,
0.670196,com.sec.android.app.shealth,10,,3600000,01.12.2021 à 10:33:00,0.529616,NS2ZoYjFXt,,01.12.2021 à 10:34:00,16383511-0000-0000-0000-383511800000,9.100000,01.12.2021 à 10:38:46,01.12.2021 à 10:38:46,
0.170600,com.sec.android.app.shealth,3,,3600000,01.12.2021 à 10:42:00,0.343039,NS2ZoYjFXt,,01.12.2021 à 10:43:00,16383517-0000-0000-0000-383517200000,2.430000,01.12.2021 à 10:56:22,01.12.2021 à 10:56:22,
0.775572,com.sec.android.app.shealth,50,,3600000,01.12.2021 à 10:43:00,1.987398,NS2ZoYjFXt,,01.12.2021 à 10:44:00,16383517-0000-0000-0000-383517800000,34.959999,01.12.2021 à 10:56:22,01.12.2021 à 10:56:22,
0.975360,com.sec.android.app.shealth,18,,3600000,01.12.2021 à 10:44:00,0.759863,NS2ZoYjFXt,,01.12.2021 à 10:45:00,16383518-0000-0000-0000-383518400000,15.240000,01.12.2021 à 10:56:22,01.12.2021 à 10:56:22,
0.934166,com.sec.android.app.shealth,29,,3600000,01.12.2021 à 10:45:00,1.430243,NS2ZoYjFXt,,01.12.2021 à 10:46:00,16383519-0000-0000-0000-383519000000,27.752077,01.12.2021 à 10:56:22,01.12.2021 à 10:56:22,
2.204941,com.sec.android.app.shealth,120,,3600000,01.12.2021 à 10:46:00,5.346516,NS2ZoYjFXt,,01.12.2021 à 10:47:00,16383519-0000-0000-0000-383519600000,132.253433,01.12.2021 à 10:56:22,01.12.2021 à 10:56:22,
1.526232,com.sec.android.app.shealth,84,,3600000,01.12.2021 à 10:47:00,3.565166,NS2ZoYjFXt,,01.12.2021 à 10:48:00,16383520-0000-0000-0000-383520200000,79.586349,01.12.2021 à 10:56:22,01.12.2021 à 10:56:22,
2.088359,com.sec.android.app.shealth,123,,3600000,01.12.2021 à 10:48:00,5.209800,NS2ZoYjFXt,,01.12.2021 à 10:49:00,16383520-0000-0000-0000-383520800000,125.374565,01.12.2021 à 10:56:22,01.12.2021 à 10:56:22,
2.393934,com.sec.android.app.shealth,126,,3600000,01.12.2021 à 10:49:00,5.708909,NS2ZoYjFXt,,01.12.2021 à 10:50:00,16383521-0000-0000-0000-383521400000,143.576126,01.12.2021 à 10:56:22,01.12.2021 à 10:56:22,
2.386639,com.sec.android.app.shealth,125,,3600000,01.12.2021 à 10:50:00,5.791447,NS2ZoYjFXt,,01.12.2021 à 10:51:00,16383522-0000-0000-0000-383522000000,143.446854,01.12.2021 à 10:56:22,01.12.2021 à 10:56:22,
2.506478,com.sec.android.app.shealth,127,,3600000,01.12.2021 à 10:51:00,6.025132,NS2ZoYjFXt,,01.12.2021 à 10:52:00,16383522-0000-0000-0000-383522600000,150.427948,01.12.2021 à 10:56:22,01.12.2021 à 10:56:22,
2.475534,com.sec.android.app.shealth,124,,3600000,01.12.2021 à 10:52:00,5.865377,NS2ZoYjFXt,,01.12.2021 à 10:53:00,16383523-0000-0000-0000-383523200000,146.370895,01.12.2021 à 10:56:22,01.12.2021 à 10:56:22,
2.139705,com.sec.android.app.shealth,125,,3600000,01.12.2021 à 10:53:00,5.309924,NS2ZoYjFXt,,01.12.2021 à 10:54:00,16383523-0000-0000-0000-383523800000,130.202148,01.12.2021 à 10:56:22,01.12.2021 à 10:56:22,
1.416667,com.sec.android.app.shealth,19,230002,3600000,29.11.2021 à 18:28:00,0.670000,3hCrv0rpUB,,29.11.2021 à 18:28:59,a043fc84-e875-6e36-545b-c79b325b317e,14.020000,29.11.2021 à 18:30:35,29.11.2021 à 18:30:35,
1.527778,com.sec.android.app.shealth,23,230002,3600000,29.11.2021 à 18:30:00,0.780000,3hCrv0rpUB,,29.11.2021 à 18:30:59,9120fa30-c0d0-cab0-da91-3f4ba054a99a,18.230000,29.11.2021 à 18:30:35,29.11.2021 à 18:30:35,
1.638889,com.sec.android.app.shealth,16,230002,3600000,29.11.2021 à 18:36:00,0.560000,3hCrv0rpUB,,29.11.2021 à 18:36:59,2b421c68-feff-5429-092b-67fc38f722d6,12.470000,29.11.2021 à 18:55:01,29.11.2021 à 18:55:01,
1.277778,com.sec.android.app.shealth,30,230002,3600000,29.11.2021 à 18:38:00,1.060000,3hCrv0rpUB,,29.11.2021 à 18:38:59,70349df3-554d-ce02-82ef-3c5cd30f4fa5,21.520000,29.11.2021 à 18:55:01,29.11.2021 à 18:55:01,
1.722222,com.sec.android.app.shealth,28,230002,3600000,29.11.2021 à 18:40:00,0.930000,3hCrv0rpUB,,29.11.2021 à 18:40:59,bdee2901-39a0-1333-9851-108db219b4ac,21.930000,29.11.2021 à 18:55:01,29.11.2021 à 18:55:01,
1.833333,com.sec.android.app.shealth,43,230002,3600000,29.11.2021 à 18:44:00,1.480000,3hCrv0rpUB,,29.11.2021 à 18:44:59,3e865317-69ef-4ecc-41f3-f1a150e40dab,35.380000,29.11.2021 à 18:55:01,29.11.2021 à 18:55:01,
1.805556,com.sec.android.app.shealth,16,230002,3600000,29.11.2021 à 18:58:00,0.560000,3hCrv0rpUB,,29.11.2021 à 18:58:59,271d3d5a-cb84-5a74-7b3f-4d11a7ee1aa0,13.220000,29.11.2021 à 19:00:02,29.11.2021 à 19:00:02,
1.388889,com.sec.android.app.shealth,85,230002,3600000,29.11.2021 à 19:00:00,2.840000,3hCrv0rpUB,,29.11.2021 à 19:00:59,7efa4682-01fe-bfaa-4272-8c7be63a75ed,64.170000,29.11.2021 à 19:15:00,29.11.2021 à 19:15:00,
1.583333,com.sec.android.app.shealth,68,230002,3600000,29.11.2021 à 19:01:00,2.290000,3hCrv0rpUB,,29.11.2021 à 19:01:59,59b8071d-e083-7244-a1fa-b0db21eb1629,53.020000,29.11.2021 à 19:15:00,29.11.2021 à 19:15:00,
1.388889,com.sec.android.app.shealth,77,230002,3600000,29.11.2021 à 19:02:00,2.710000,3hCrv0rpUB,,29.11.2021 à 19:02:59,b623f73f-95cd-c7d0-d30b-c42eeded1ba0,58.440000,29.11.2021 à 19:15:00,29.11.2021 à 19:15:00,
1.366167,com.sec.android.app.shealth,108,230002,3600000,29.11.2021 à 19:03:00,3.670000,3hCrv0rpUB,,29.11.2021 à 19:03:59,9fa4b0b9-7ea9-7729-58c2-27f6d8ba197b,81.970000,29.11.2021 à 19:15:00,29.11.2021 à 19:15:00,
1.500000,com.sec.android.app.shealth,21,230002,3600000,29.11.2021 à 19:04:00,0.720000,3hCrv0rpUB,,29.11.2021 à 19:04:59,0ff0eb0a-172d-368d-5d80-0e9bf9c67963,16.320000,29.11.2021 à 19:15:00,29.11.2021 à 19:15:00,
1.416667,com.sec.android.app.shealth,26,230002,3600000,29.11.2021 à 19:05:00,0.890000,3hCrv0rpUB,,29.11.2021 à 19:05:59,6728483d-02a6-cd44-edaf-3e467c4f9138,18.820000,29.11.2021 à 19:15:00,29.11.2021 à 19:15:00,
1.500000,com.sec.android.app.shealth,17,230002,3600000,29.11.2021 à 19:07:00,0.590000,3hCrv0rpUB,,29.11.2021 à 19:07:59,5522c4ba-0430-6263-d7ba-31f528860d23,12.910000,29.11.2021 à 19:15:00,29.11.2021 à 19:15:00,
1.583333,com.sec.android.app.shealth,23,230002,3600000,29.11.2021 à 19:24:00,0.760000,3hCrv0rpUB,,29.11.2021 à 19:24:59,b29dd3e4-5a47-9099-fbb0-ecfee8041593,17.950000,29.11.2021 à 19:35:00,29.11.2021 à 19:35:00,
1.277778,com.sec.android.app.shealth,43,230002,3600000,29.11.2021 à 19:25:00,1.520000,3hCrv0rpUB,,29.11.2021 à 19:25:59,9a853b26-5ae8-6069-4591-cbd58b75ad92,32.100000,29.11.2021 à 19:35:00,29.11.2021 à 19:35:00,
1.507667,com.sec.android.app.shealth,117,230002,3600000,29.11.2021 à 19:26:00,3.550000,3hCrv0rpUB,,29.11.2021 à 19:26:59,b90355a7-964a-1357-47aa-014be92d110a,90.460000,29.11.2021 à 19:35:00,29.11.2021 à 19:35:00,
1.560000,com.sec.android.app.shealth,120,230002,3600000,29.11.2021 à 19:27:00,3.600000,3hCrv0rpUB,,29.11.2021 à 19:27:59,c1d25e7f-7f85-70c5-19c0-f735049502b5,93.600000,29.11.2021 à 19:35:00,29.11.2021 à 19:35:00,
1.584500,com.sec.android.app.shealth,121,230002,3600000,29.11.2021 à 19:28:00,3.630000,3hCrv0rpUB,,29.11.2021 à 19:28:59,937f69c6-73aa-7d9e-fd5f-31dbf5a9292b,95.070000,29.11.2021 à 19:35:00,29.11.2021 à 19:35:00,
1.361111,com.sec.android.app.shealth,60,230002,3600000,29.11.2021 à 19:29:00,1.990000,3hCrv0rpUB,,29.11.2021 à 19:29:59,de279622-6d75-6a68-89eb-de134f93f860,45.310000,29.11.2021 à 19:35:00,29.11.2021 à 19:35:00,
1.333333,com.sec.android.app.shealth,44,230002,3600000,29.11.2021 à 19:42:00,1.540000,3hCrv0rpUB,,29.11.2021 à 19:42:59,2d0bf4e9-a676-aeb4-1ded-a99cd59640eb,32.590000,29.11.2021 à 19:47:04,29.11.2021 à 19:47:04,
1.388889,com.sec.android.app.shealth,109,230002,3600000,29.11.2021 à 19:43:00,3.440000,3hCrv0rpUB,,29.11.2021 à 19:43:59,d295ef4b-7bcc-cf3f-f417-3df3caa80d07,83.010000,29.11.2021 à 19:47:04,29.11.2021 à 19:47:04,
1.472222,com.sec.android.app.shealth,57,230002,3600000,29.11.2021 à 19:44:00,1.800000,3hCrv0rpUB,,29.11.2021 à 19:44:59,9d2869be-c289-e61c-c559-127fba0fbb7b,43.950000,29.11.2021 à 19:47:04,29.11.2021 à 19:47:04,
1.444444,com.sec.android.app.shealth,58,230002,3600000,29.11.2021 à 19:45:00,1.960000,3hCrv0rpUB,,29.11.2021 à 19:45:59,fb12e3cf-036f-3c32-49db-78819cd18456,42.990000,29.11.2021 à 19:47:04,29.11.2021 à 19:47:04,
2.583333,com.sec.android.app.shealth,15,230002,3600000,29.11.2021 à 20:05:00,0.600000,3hCrv0rpUB,,29.11.2021 à 20:05:59,d9098054-db23-7f95-9459-e32e6d46c2eb,13.400000,29.11.2021 à 20:12:24,29.11.2021 à 20:12:24,
1.722222,com.sec.android.app.shealth,15,230002,3600000,29.11.2021 à 20:09:00,0.520000,3hCrv0rpUB,,29.11.2021 à 20:09:59,620261f6-a9ae-eada-9ba2-995026d01872,11.980000,29.11.2021 à 20:12:24,29.11.2021 à 20:12:24,
1.555556,com.sec.android.app.shealth,17,230002,3600000,29.11.2021 à 20:35:00,0.590000,3hCrv0rpUB,,29.11.2021 à 20:35:59,8375dc6b-3b20-cb4b-f435-b89bd7350d12,12.960000,29.11.2021 à 20:53:53,29.11.2021 à 20:53:53,
1.555556,com.sec.android.app.shealth,19,230002,3600000,29.11.2021 à 20:41:00,0.650000,3hCrv0rpUB,,29.11.2021 à 20:41:59,fd19f482-f774-1ddb-ade2-cbfd30209155,14.440000,29.11.2021 à 20:53:53,29.11.2021 à 20:53:53,
1.416667,com.sec.android.app.shealth,17,230002,3600000,29.11.2021 à 21:13:00,0.590000,3hCrv0rpUB,,29.11.2021 à 21:13:59,6556dd63-c724-1d2b-bf0e-9f3cce11f427,12.910000,29.11.2021 à 21:15:00,29.11.2021 à 21:15:00,
1.444444,com.sec.android.app.shealth,50,230002,3600000,29.11.2021 à 21:14:00,1.680000,3hCrv0rpUB,,29.11.2021 à 21:14:59,ce44e4bc-16ac-cec3-627e-9f564bfe0a84,38.160000,29.11.2021 à 21:15:00,29.11.2021 à 21:15:00,
1.527778,com.sec.android.app.shealth,54,230002,3600000,29.11.2021 à 21:15:00,1.820000,3hCrv0rpUB,,29.11.2021 à 21:15:59,05b16cc2-364c-abc3-b8f7-120d2bc88f64,42.090000,29.11.2021 à 21:32:36,29.11.2021 à 21:32:36,
1.250000,com.sec.android.app.shealth,45,230002,3600000,29.11.2021 à 21:16:00,1.600000,3hCrv0rpUB,,29.11.2021 à 21:16:59,1ceee7e2-c0c9-9fa4-d268-22000706745a,34.060000,29.11.2021 à 21:32:36,29.11.2021 à 21:32:36,
